22,6650, 1
26,2554, 1
28,2532, 1
28,2553, 1
31,2550, 1
33,6649, 1
34,2551, 1
44,2545, 1
45,2548, 1
46,2542, 1
46,2554, 1
47,2535, 1
47,2559, 1
48,2538, 1
48,2540, 1
49,2551, 1
51,2543, 1
51,2550, 1
54,2545, 1
54,2552, 1
54,6654, 1
55,2532, 1
56,2554, 1
56,2558, 1
58,2555, 1
58,6651, 1
58,6655, 1
59,2551, 1
60,2559, 1
61,2541, 1
61,2547, 1
63,2529, 1
63,2544, 1
64,2537, 1
64,2556, 1
65,2543, 1
65,6652, 1
66,2536, 1
66,2549, 1
66,2558, 1
66,6653, 1
67,2545, 1
67,2552, 1
69,2534, 1
70,2535, 1
70,2550, 1
70,2559, 1
70,6655, 1
71,2539, 1
71,2541, 1
71,2554, 1
71,6656, 1
72,2532, 1
73,6649, 1
74,2537, 1
74,2548, 1
74,2551, 1
74,2557, 1
75,2529, 1
75,2543, 1
76,2536, 1
76,2547, 1
76,2556, 1
76,2558, 1
76,6652, 1
77,2545, 1
78,2533, 1
80,2535, 1
81,2530, 1
81,2534, 1
81,2549, 1
81,2550, 1
81,2559, 1
82,2554, 1
83,6653, 1
83,6655, 1
84,2537, 1
84,2540, 1
84,2553, 1
84,6654, 1
85,6651, 1
86,2532, 1
86,2543, 1
86,2548, 1
86,2557, 1
86,6649, 1
87,2529, 1
88,2533, 1
88,2539, 1
88,2541, 1
89,2558, 1
90,6650, 1
91,2530, 1
91,2550, 1
91,2559, 1
91,6652, 1
92,2535, 1
92,2549, 1
92,2554, 1
93,2551, 1
93,2556, 1
94,6653, 1
94,6655, 1
95,2544, 1
95,2552, 1
96,2534, 1
96,2537, 1
96,2543, 1
96,2546, 1
96,2553, 1
96,6649, 1
97,2529, 1
97,2532, 1
97,2547, 1
97,6651, 1
98,2541, 1
98,2545, 1
99,2533, 1
99,2557, 1
99,2558, 1
99,6654, 1
100,6650, 1
101,2550, 1
101,2559, 1
101,6652, 1
102,2535, 1
102,2548, 1
103,2554, 1
104,2551, 1
104,2556, 1
104,6655, 1
106,2537, 1
106,2543, 1
107,2529, 1
107,2532, 1
107,2544, 1
107,6656, 1
108,2540, 1
108,2547, 1
108,6653, 1
109,2541, 1
110,2545, 1
110,2553, 1
110,2557, 1
110,6649, 1
111,2550, 1
111,2559, 1
111,6654, 1
112,2531, 1
112,2548, 1
112,2552, 1
112,2558, 1
113,2530, 1
113,2535, 1
113,2554, 1
113,6652, 1
114,2538, 1
114,2551, 1
114,2556, 1
115,2533, 1
115,2546, 1
115,6650, 1
116,2543, 1
116,2549, 1
117,2534, 1
117,2537, 1
118,2529, 1
118,2532, 1
119,2540, 1
119,6653, 1
119,6655, 1
120,2541, 1
120,2545, 1
121,2550, 1
121,2557, 1
121,2559, 1
121,6649, 1
122,2548, 1
123,6652, 1
123,6654, 1
124,2551, 1
125,2544, 1
125,2553, 1
125,2558, 1
126,2543, 1
127,2533, 1
127,2534, 1
127,2535, 1
128,2529, 1
129,2537, 1
129,2556, 1
129,6650, 1
129,6655, 1
131,2541, 1
131,2545, 1
131,2557, 1
131,6651, 1
132,6653, 1
133,2532, 1
133,6649, 1
133,6652, 1
133,6654, 1
134,2549, 1
135,2547, 1
135,2558, 1
136,2548, 1
136,6656, 1
137,2534, 1
137,2553, 1
138,2529, 1
138,2544, 1
139,2537, 1
139,2538, 1
139,2552, 1
139,6650, 1
140,2533, 1
140,6655, 1
141,2535, 1
142,2536, 1
142,2541, 1
142,2556, 1
143,6652, 1
143,6653, 1
144,2549, 1
144,2557, 1
146,2539, 1
146,6654, 1
148,6656, 1
149,2540, 1
149,2553, 1
150,2548, 1
150,6650, 1
152,6649, 1
153,2547, 1
155,2544, 1
