28,1484,0.5322012660217006
44,1477,0.5554858136414079
50,6391,0.5010469950517993
52,1483,0.5290475572408744
55,1482,0.5035577437919886
60,6386,0.5136015547777916
61,1487,0.5510886691991369
63,1474,0.5538342263253134
64,1475,0.532734516902213
69,1496,0.5695428524966161
70,1486,0.515371139740587
76,1492,0.551371670139428
83,6388,0.6098863872262849
84,1489,0.5111062001369302
86,1488,0.5279650761338908
89,1494,0.5256752642600938
89,6389,0.5147597680485176
91,1481,0.5261364138388609
91,6386,0.5594497956561176
94,1485,0.5413341330471034
95,1495,0.5705450683284654
96,1504,0.5007299854680416
107,1479,0.6035585962471288
110,1502,0.517516957785919
110,6387,0.5460615553691894
111,1491,0.5201905924721596
113,1493,0.5345208508822726
116,1501,0.5067741893230587
118,6392,0.5062152600063853
119,6390,0.5268478664890276
128,1503,0.5468543589578719
131,1476,0.5155346090767905
131,1499,0.5307554299836995
136,1500,0.6294140579250532
137,1498,0.5213971228778889
137,6385,0.7491401027872503
157,1488,0.5185974309593547
158,1473,0.571938371590169
205,2000,0.5331627808602383
212,1986,0.5175801126080966
226,1997,0.5601508408916157
232,6516,0.5237960071285344
235,2004,0.5745448245962973
238,2011,0.5423103556442941
245,1991,0.5032284700828786
246,2012,0.540734734269921
246,6515,0.5113543344929455
247,2013,0.5472159325647113
251,2007,0.5105355582084986
253,2002,0.5206348403773231
254,2015,0.5377085546013138
256,2003,0.5016052872202194
256,2006,0.5819136528811026
264,1998,0.5461887588810123
265,1989,0.5187959334956991
265,2014,0.5843327625440058
267,6514,0.6157162846196177
269,1985,0.552725505369813
270,1992,0.5683881134782146
272,1995,0.5281211334786918
272,2016,0.5104558701447515
275,2001,0.8150185435258279
281,1994,0.5346482986200272
283,1987,0.51581123233534
284,1988,0.5161085668134983
284,2005,0.5134334754240809
284,2009,0.5412356926319316
285,2010,0.5018448129358123
286,1985,0.7549166614409681
286,6513,0.5061349827530078
287,1990,0.5021301179931341
287,2008,0.570415350372793
288,6520,0.5479208418838528
289,1996,0.5423091166489344
290,6514,0.658590952714892
291,1993,0.5403504310863939
292,6519,0.5117888625000047
293,2014,0.5890580734288006
296,6516,0.6374889756350772
297,6517,0.5542846272437552
299,2011,0.5220579155595599
299,6515,0.5107389724720155
301,1999,0.5166309816188862
304,1994,0.5373121158101579
304,6518,0.5612974910039629
304,6519,1
305,2006,0.5705192671649698
306,2002,0.5534923738521755
307,1995,0.5760300808135252
308,2010,0.5045854105680777
311,1993,0.5143445505178923
314,2016,0.505302528711898
321,1992,0.5427114993939913
322,1998,0.5138746188996184
323,6514,0.657166077343944
325,6520,0.5617598425004072
327,2004,0.5443602311737097
329,1991,0.5316876962743167
329,2007,0.5008492529362492
331,2008,0.5078781384656543
333,6519,0.5482117893874375
334,2001,0.6217233177200338
341,2002,0.5597509749932722
342,2006,0.5415258848288335
343,1985,0.9275104184407744
345,2014,0.50533000881873
346,2015,0.6074793085747554
349,2011,0.6032981043714833
351,2013,0.8354669887876999
353,6519,1
355,2003,0.5256983393273768
357,6513,0.5160230830021275
365,6516,0.528142273626101
367,6515,0.5774862587953976
370,1996,0.5637921189276295
372,2002,0.5853321117142198
377,1998,0.5100322254718532
380,6514,0.536729170519133
397,1994,0.5544420959664144
426,2006,0.5124153091828
444,1985,0.5776292356026845
444,2004,0.5300265395053965
464,2011,0.5135657884249599
476,2007,0.5465241940813103
487,1986,0.5069270050342177
493,2002,0.5906493896814928
494,2015,0.5427040992189431
503,6515,0.5191819468489878
512,1998,0.502344400136296
516,2000,0.5618924680605011
523,1997,0.51496329378854
569,1465,0.5195572984533084
569,6382,0.5129343145291321
570,6383,0.5467543638375079
573,1445,0.5111991157097004
576,1457,0.5084805338920635
578,1442,0.5029385660004345
579,1443,0.5171351241708245
587,1471,0.5271722614544836
588,1441,0.5359247314606217
589,6384,0.5679044875799607
590,1444,0.5394493833310957
590,1450,0.5062273279535194
592,1464,0.5127166514799602
593,1472,0.5028730645678978
596,1456,0.5811091941505183
597,1455,0.5410928010433347
598,1452,0.657470493379838
599,1454,0.5475572926021774
604,1470,0.5067211157005914
606,1446,0.5722448371500352
607,1469,0.509589381783052
608,1451,0.5145108551647919
608,6378,0.5179585857957855
609,6381,0.7246202244259746
610,1461,0.5065320819700315
611,1457,0.5184635581050685
613,1453,0.5206471122995213
613,1454,0.5511456995786117
615,1472,0.5447654772444118
615,6384,0.5886710582985628
616,1443,0.5548110780710452
617,6377,0.5778526541043393
617,6379,0.5313443793667857
618,1459,0.5479093006703114
621,1442,0.5025064823841863
622,1455,0.9101753206125524
623,1460,0.5471993772721677
624,1466,0.5514370475443108
626,1448,0.500582085735551
626,1458,0.602634638205881
627,1462,0.5023372252609386
629,1447,0.525028914752707
629,1449,0.6060318480109721
632,1468,0.5637329361496458
635,1445,0.5472068904051403
636,1444,0.5547518836902382
637,1453,0.5266225885371756
637,1457,0.5135969833514723
637,6380,0.5901048731878391
638,1441,0.6018842946408763
643,1450,0.5474785410717188
647,1456,0.5001801213091842
648,1467,0.6221691509698319
649,1447,0.5477032049050552
651,1469,0.5187615224742403
652,1446,0.5093238499843021
655,1465,0.5631182720184174
656,1460,0.5982196827068061
656,1464,0.5697436412374279
658,6381,0.5900043451582213
659,1454,0.7943118635859311
660,1448,0.579231855422369
661,1472,0.5506974415035041
665,1443,0.5009676001427933
666,6383,0.5597932517094495
668,1453,0.5479386421758689
669,1462,0.5297969388006569
671,1455,0.8526339067474364
671,1460,0.5292341405176002
679,6380,0.5454113037625322
682,1453,0.5068283223527584
683,1442,0.525075563937904
685,1456,0.5409794971983001
688,1449,0.5378310065717573
693,1446,0.5209714189731642
695,1457,0.7253130155287542
698,1469,0.5190992611110663
700,1448,0.5004711785089201
700,1468,0.5612263806209568
700,6381,0.5264610846753998
703,1445,0.5037904633500118
703,1450,0.5467954909771162
705,1463,0.5148268649256574
712,1455,0.9675369689195923
717,1460,0.5183913958329678
718,1444,0.5601426673234495
718,1464,0.5242913249530641
718,1472,0.5389679002417666
721,1454,0.5403370547626832
722,1447,0.5209722101019999
723,1465,0.5180718369841972
723,6380,0.5353076298731998
724,1458,0.5944173997250795
724,6378,0.6123612218415878
726,1462,0.5304391010925932
728,6377,0.5276858983762609
728,6379,0.5572402555734285
730,1461,0.5121442394693783
736,6382,0.5939633212683326
737,1469,0.5368974981348151
741,1453,0.6640961815032389
741,6384,0.6082881442567124
743,1454,0.5066201087990774
743,1459,0.5326433025520493
743,1471,0.5074146184826706
752,1441,0.5939928937008289
759,1446,0.5202728684675683
759,6381,0.5413230720355217
761,1447,0.5140165376009846
761,1448,0.6149018870092507
762,1449,0.51362767435068
771,1457,0.5467755019274231
773,1472,0.5652178306955371
776,1460,0.5330166719189061
778,1443,0.5219356904988832
779,1453,0.5460477815017397
785,1456,0.5233917257427331
793,1462,0.537056257359917
796,1468,0.5211485830688104
797,1442,0.5236115912315898
797,1455,0.5083607318894078
807,1455,0.6184319237535407
811,1450,0.5046424763690367
816,1460,0.5432205120023641
816,6380,0.5793749900271274
817,1452,0.5480870103463868
817,1454,0.5430821486182982
822,1448,0.5137377155381488
824,1445,0.5661896437388053
829,1454,0.5066201087990774
829,1469,0.5342460148712351
833,6377,0.5018201347460867
841,1453,0.5770706802360467
844,6381,0.53881192871506
845,1446,0.5058618311725622
846,1464,0.5133947937318545
847,1443,0.522330614764255
847,1457,0.5345540087052391
849,1458,0.5504003713677436
851,1444,0.5108493304371531
855,1472,0.5513071742499109
856,1461,0.5108696115961295
864,1447,0.513703663283753
864,1457,0.50693948577247
865,1456,0.6012314581561171
868,907,0.5133712018023889
869,6384,0.5696133013736762
871,1442,0.5027932663457149
871,1455,0.5236551657229526
875,1449,0.5304476107696209
879,1441,0.6151382563893976
882,1453,0.5017302495084619
882,1462,0.5297969388006568
884,1460,0.5231937828981361
886,905,0.5362749932699683
888,1465,0.5797644077939373
889,1443,0.5322771964172818
889,1455,0.6184319237535407
895,1450,0.5756152884505086
897,1454,0.5567252448320721
897,6381,0.5488706359724612
901,1448,0.5149078253100492
904,916,0.593197798618238
905,1469,0.5212676755118282
907,928,0.5661285009504877
909,1472,0.5100570385873993
910,6380,0.5734288625556274
914,1457,0.5031087374251504
918,1446,0.5380754100395667
918,1468,0.5342940393886488
921,6242,0.552424559486838
922,6244,0.5145837757585583
926,1453,0.577064674511711
927,6245,0.5018232735182886
928,908,0.5394029935344572
929,1444,0.5378074501788235
930,1454,0.5384490645761196
931,1464,0.5103659685460477
934,918,0.535936119373153
934,1445,0.5767387107096072
935,1447,0.5881260186283157
937,910,0.5090708162609898
937,1460,0.5056104031099372
944,1467,0.5484396300306753
946,899,0.5060600406407716
946,904,0.500590435492531
947,923,0.5077121443186089
948,1456,0.5467417315881921
948,1459,0.5254986179050118
950,925,0.510431110883677
950,6379,0.5129699232598189
952,6245,0.6863883549759537
952,6381,0.533476022483458
955,914,0.5582562801706792
957,1442,0.5225842194942893
958,1470,0.5158560199286661
958,6247,0.5209785003139313
959,1455,0.5246384038809059
961,1462,0.5485949547692709
962,6248,0.5167859487389255
963,902,0.7689092677773242
965,911,0.5630643881958279
967,920,0.5010071365748698
