1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188
1,0.132426545,0.15879945,0.041767833,0.413277631,0.153137133,0.117425468,0.062015399,0.072890726,0.078923267,0.3727513,0.058235733,0.038603943,0.077682872,0.15841027,0.084637638,0.102088634,0.126100568,0.028414261,0.294700177,0.057244338,0.012229335,0.10890499,0.000889796,0.045439654,0.049667908,0.041503615,0.036199503,0.064676017,0.024953105,0.020627557,0.060559494,0.329489529,0.100403146,0.012862735,0.014566208,0.166047405,0.196596407,0.088254759,0.564768842,0.014843234,0.077818024,0.076647317,0.000563777,0.018438078,0.174876326,0.128680672,0.035306055,0.190970043,0.006744155,0.100401842,0.119928111,0.126498299,0.069421417,0.032084635,0.088174261,0.140551616,0.19341694,0.07238781,0.241994729,0.104584285,0.085155064,0.022732897,0.417657523,0.139011088,0.794643389,0.032276692,0.085829626,0.453289974,0.107166656,0.532875042,0.038865513,0.052599023,0.040128406,0.006107442,0.097448149,0.157877894,0.007181622,0.513998594,0.120926404,0.073369378,0.251662361,0.175737445,0.037153412,0.128285006,0.091677605,0.222705514,0.033398983,0.137671566,0.055067221,0.085948661,0.061980176,0.195591876,0.383069457,0.085048564,0.130510997,0.123165237,0.076886394,0.108558508,0.11329488,0.065986702,0.060607363,0.086400482,0.108889651,0.053429131,0.044342467,0.032175097,0.072659048,0.185598019,0.089677415,0.089551185,0.031645251,0.16589234,0.091123729,0.126237981,0.036045648,0.122831834,0.03897327,0.034413549,0.024275662,0.052618531,0.459423517,0.087317482,0.441048302,0.470977662,0.166266797,0.026906905,0.107100918,0.019555487,0.123984966,0.088286414,0.191792842,0.119969241,0.021632946,0.043744399,0.124491993,0.065888998,0.023411798,0.089621623,0.038386298,0.125409712,0.067731327,0.091524457,0.066750894,0.497816767,0.492712455,0.065203497,0.11610109,0.015390999,0.051878858,0.096663055,0.011211408,0.017169821,0.223906856,0.062133999,0.073900575,0.056319427,0.472696842,0.068120452,0.109534383,0.055386568,0.169561788,0.259740443,0.074113996,0.075833461,0.04456918,0.067333381,0.402627703,0.148289173,0.072379263,0.023889495,0.018719427,0.197818807,0.238483156,0.101679404,0.036389764,0.007434005,0.02058881,0.024292168,0.10694082,0.008611395,0.110976975,0.171709733,0.091883814,0.111891159,0.208803186,0.292143584,0.049630739
0.132426545,1,0.126848283,0.198569733,0.148078071,0.108281337,0.303253474,0.436988485,0.263436526,0.070842173,0.074257549,0.500075868,0.085784686,0.247410402,0.277012965,0.068962377,0.184092784,0.108651439,0.119073574,0.04912258,0.17707954,0.269599828,0.161683436,0.359806891,0.229346343,0.055844132,0.754034071,0.629775902,0.593856119,0.330627711,0.047158405,0.334412433,0.090415391,0.213150864,0.274292184,0.28439524,0.256474996,0.133548598,0.271941525,0.112104801,0.322938604,0.065706271,0.391352761,0.142070385,0.592121222,0.413730156,0.344779602,0.248900071,0.003556472,0.449756415,0.05144489,0.147905657,0.161953807,0.534677477,0.04034372,0.195399172,0.210581872,0.112286447,0.275662762,0.116754826,0.154749686,0.323706987,0.257278186,0.144110708,0.025656806,0.08559066,0.063091845,0.033295465,0.079224567,0.190149254,0.060859724,0.268987612,0.203071276,0.046122107,0.782652609,0.145815749,0.419637734,0.149566853,0.203315553,0.197713964,0.340959521,0.121438015,0.221486714,0.163086227,0.14798007,0.250103446,0.007322666,0.014072125,0.843182955,0.263115609,0.251838213,0.092555498,0.013751746,0.021229916,0.073314295,0.106472552,0.206153554,0.286452686,0.189036789,0.012440893,0.118855457,0.130312715,0.099772626,0.133230438,0.345341369,0.342017928,0.141156525,0.43863098,0.162427108,0.178396017,0.49405521,0.231873437,0.49733244,0.054563589,0.050629391,0.228916757,0.150032155,0.621124248,0.112851673,0.027149738,0.301316015,0.114103692,0.026857478,0.019988438,0.072101366,0.045285837,0.169036881,0.041189255,0.302542522,0.304133802,0.283151091,0.140461237,0.057809556,0.629478258,0.153584913,0.358917137,0.104170775,0.016753738,0.215494464,0.037140455,0.181317728,0.058012867,0.20840112,0.319622167,0.116787396,0.173498202,0.048421092,0.048429409,0.098128055,0.612617109,0.197958468,0.305111384,0.100142848,0.47911283,0.282185334,0.122520711,0.033115896,0.092124183,0.285279903,0.640525733,0.452808112,0.151319359,0.042479892,0.23319868,0.375633296,0.009138354,0.010197614,0.058366072,0.006951128,0.035449752,0.147165292,0.062926053,0.150304137,0.006122296,0.132200277,0.012938674,0.276058136,0.557045274,0.578870544,0.250980196,0.237293207,0.0596038,0.121611542,0.322353909,0.092415341,0.006216015,0.047171978,0.1512625
0.15879945,0.126848283,1,0.019696281,0.493724661,0.104166829,0.069809702,0.168280929,0.215868424,0.407918493,0.703738962,0.069717052,0.079872758,0.001178341,0.235266309,0.144227129,0.187252135,0.120987955,0.102108625,0.051006116,0.301489229,0.165245284,0.132418524,0.045294479,0.260781803,0.010665884,0.231860876,0.175487742,0.059498758,0.141086079,0.309525553,0.13294356,0.05065456,0.021973284,0.093787776,0.325166799,0.005919411,0.337812256,0.435701032,0.143730522,0.388855664,0.290383641,0.241861392,0.089705673,0.241023232,0.063424396,0.068608172,0.030079067,0.028853421,0.141175528,0.176907969,0.257956514,0.11334481,0.111214085,0.1926932,0.212293096,0.729824849,0.404037035,0.282021849,0.104246735,0.179542349,0.110874337,0.38494635,0.430542964,0.223943231,0.244384129,0.169892618,0.266410448,0.339102464,0.172683143,0.011549015,0.192074877,0.264033274,0.076358963,0.213647633,0.167642035,0.239245605,0.182837761,0.318154831,0.153099029,0.418347882,0.024098353,0.24976799,0.16205344,0.11607852,0.3477994,0.676277307,0.122894822,0.027080248,0.377068819,0.220188149,0.09478771,0.076075608,0.556484901,0.138740944,0.201665717,0.154408955,0.151636093,0.279927823,0.231281792,0.204654675,0.032801153,0.1614895,0.149636024,0.175148329,0.116149993,0.085839975,0.051954917,0.006829569,0.158626744,0.104823988,0.301693629,0.145203511,0.104399123,0.191432523,0.052365339,0.149139731,0.26473521,0.193136029,0.028766764,0.182964807,0.105636942,0.067059982,0.117705309,0.053966684,0.055775272,0.166319462,0.513408548,0.38621775,0.261920341,0.133631498,0.210212485,0.148724197,0.059381154,0.120849321,0.292564404,0.244962651,0.17549759,0.014711287,0.119126293,0.170197212,0.290597446,0.344759366,0.180867851,0.031128528,0.069963428,0.132357547,0.11283507,0.043837653,0.260016717,0.110552437,0.325910439,0.160403593,0.024669479,0.090076278,0.248462409,0.134668955,0.184732889,0.187924204,0.067929547,0.255026685,0.146553703,0.099592795,0.302460617,0.269194477,0.091367309,0.173954705,0.012884672,0.068168111,0.261633442,0.021603174,0.152380035,0.128603459,0.654558577,0.186846405,0.215645691,0.124769347,0.049640437,0.117048319,0.346239284,0.074012547,0.048297936,0.140159982,0.019820418,0.104884077,0.017254044,0.48760289,0.186339108
0.041767833,0.198569733,0.019696281,1,0.060278472,0.101132792,0.275480144,0.046093918,0.240899721,0.011922227,0.065275256,0.091620022,0.23851458,0.066563485,0.0336527,0.151491654,0.071672782,0.363468719,0.084529161,0.08746145,0.092798797,0.066387428,0.10540996,0.212729752,0.146010971,0.462861,0.075099119,0.066891793,0.091726945,0.079592706,0.101053649,0.097123579,0.031723996,0.246811396,0.049293061,0.025288103,0.228400011,0.159527416,0.181057507,0.093998276,0.010331396,0.314711327,0.023647777,0.143810978,0.415569215,0.062136239,0.027251369,0.187175332,0.14952409,0.085228457,0.183027341,0.062836881,0.070016839,0.094689242,0.107400499,0.199746602,0.010276886,0.264824476,0.148060851,0.004212991,0.149118166,0.191664812,0.007632295,0.007146747,0.096531998,0.038773153,0.198894487,0.175759356,0.061549061,0.076416882,0.10000134,0.144150239,0.226104169,0.133706106,0.158689386,0.119429504,0.124614304,0.087664262,0.049161152,0.093202734,0.009981288,0.157240081,0.087271496,0.036987338,0.198393178,0.414870662,0.182740215,0.109059255,0.094810954,0.288525158,0.147762958,0.386834084,0.284220577,0.091115087,0.199397039,0.159475897,0.140935435,0.114892678,0.118530129,0.219888094,0.037191871,0.097579619,0.229881735,0.097884149,0.016628469,0.138674443,0.153231977,0.047987444,0.309580056,0.05512368,0.008553727,0.148113775,0.387377324,0.204903114,0.054885757,0.147448505,0.166602146,0.047950557,0.147967261,0.049347287,0.381718044,0.152084359,0.252609752,0.159555338,0.096447721,0.108201832,0.173801802,0.024532723,0.052420873,0.017737888,0.100815833,0.160276202,0.294459673,0.027303195,0.106487898,0.051751861,0.001368052,0.168059645,0.172284439,0.119817906,0.123945997,0.162254478,0.048177284,0.63822254,0.087864992,0.143237936,0.181421965,0.24390618,0.621177832,0.069352499,0.056377564,0.047242267,0.120809855,0.115533302,0.08048776,0.284669686,0.102331049,0.082024847,0.235488685,0.06774753,0.042290668,0.102622516,0.020405605,0.040345153,0.037063953,0.295251308,0.139496874,0.128798736,0.052352547,0.492877022,0.111067917,0.23299868,0.121397565,0.034713296,0.148622207,0.202737063,0.165064666,0.039076333,0.061894079,0.015537423,0.211954678,0.033913323,0.031929591,0.216597233,0.003357423,0.02664276,0.003046935,0.278306665
0.413277631,0.148078071,0.493724661,0.060278472,1,0.095615349,0.026728092,0.108838748,0.012523884,0.034043165,0.779934725,0.022927249,0.114038412,0.072914091,0.125537082,0.117854277,0.001283444,0.157557258,0.063923099,0.123372318,0.180167428,0.058899192,0.126718427,0.027943907,0.054572353,0.027455407,0.058152701,0.050203929,0.081670512,0.14272692,0.032070408,0.012951102,0.139826872,0.130346982,0.072014124,0.001800684,0.004238585,0.241409202,0.145827683,0.388772808,0.004403627,0.148143448,0.095480221,0.123636117,0.029801587,0.214867709,0.192913598,0.035939025,0.049662889,0.061475969,0.083551011,0.101529334,0.154816371,0.013964305,0.127190831,0.052406725,0.270054515,0.477261903,0.059081444,0.024655416,0.124940108,0.057863806,0.164338159,0.520660978,0.203655776,0.410630259,0.085431863,0.085162761,0.715367088,0.122605221,0.227047334,0.012281126,0.078737593,0.093912327,0.043616102,0.128091805,0.040221515,0.014475654,0.609421222,0.07639705,0.078182543,0.10172343,0.111742915,0.011000497,0.010410412,0.047067741,0.68677911,0.073910284,0.153135479,0.087361918,0.156855873,0.076640251,0.025104376,0.510257975,0.094583208,0.090061238,0.157878802,0.110788768,0.109144067,0.063134976,0.074334442,0.005318308,0.233015737,0.163855259,0.040292696,0.065298915,0.017848109,0.16052865,0.011897205,0.125287487,0.029922085,0.180232578,0.151612949,0.119362722,0.111207805,0.078538655,0.015979391,0.069480374,0.104992012,0.020499434,0.020804887,0.208096645,0.041855974,0.192677591,0.248782116,0.089346915,0.083509911,0.136398804,0.186307046,0.135169853,0.05391287,0.125272948,0.058240878,0.031599266,0.095260236,0.090827637,0.057629235,0.133600874,0.148983391,0.032048333,0.146869875,0.202532695,0.037500884,0.021937466,0.165192847,0.2637327,0.088296606,0.07603692,0.090654628,0.014581752,0.005352795,0.178978949,0.124382989,0.222583775,0.078795736,0.189163359,0.032184768,0.202149903,0.112174707,0.07181419,0.036464204,0.051987887,0.100500713,0.080235021,0.081664467,0.02076987,0.077190976,0.20347733,0.159232529,0.027639344,0.100268584,0.082009267,0.008430306,0.508580359,0.080154457,0.057790938,0.07175496,0.003033512,0.000678791,0.163574532,0.007977933,0.010353557,0.068834233,0.018676408,0.02120348,0.056051534,0.615643296,0.064615242
0.153137133,0.108281337,0.104166829,0.101132792,0.095615349,1,0.175402508,0.187943359,0.271683174,0.218965954,0.09138115,0.06983663,0.08236022,0.135745316,0.132952175,0.000992025,0.119040399,0.21727889,0.198236384,0.099090011,0.164073798,0.135080198,0.018874536,0.073279083,0.104974587,0.009237388,0.190553341,0.388473651,0.023256617,0.148606523,0.161116156,0.104758699,0.156722774,0.00080708,0.165309483,0.01886593,0.204861302,0.24803372,0.017027045,0.027583282,0.062548794,0.16771246,0.007121576,0.025562289,0.232582021,0.01728383,0.084421231,0.01499526,0.181714745,0.025450945,0.091766585,0.082998077,0.310422885,0.085097732,0.110046815,0.080954028,0.138842544,0.199339802,0.169891137,0.020207385,0.016581343,0.122678618,0.133341637,0.190555935,0.253156786,0.114037785,0.045118912,0.124853868,0.267549041,0.026419498,0.062859443,0.050035719,0.329339361,0.065080953,0.068466615,0.100522579,0.279444944,0.103588083,0.206605635,0.034653643,0.127649668,0.04209935,0.072655359,0.021882408,0.116843768,0.231411216,0.143795153,0.086406131,0.147704662,0.018893333,0.35486853,0.095183286,0.189764733,0.207108512,0.03058997,0.238542458,0.182478967,0.017682084,0.603000834,0.243464951,0.211025814,0.015517849,0.166028488,0.061134986,0.078275998,0.153792858,0.011534137,0.206536983,0.206665791,0.094559775,0.288188329,0.188088446,0.033801256,0.050352036,0.130869878,0.033616388,0.431066238,0.315350069,0.117248233,0.01987323,0.177560376,0.086153098,0.260352951,0.285527714,0.316731177,0.337449494,0.095157366,0.174818473,0.075389264,0.308088711,0.135251953,0.180401987,0.079737114,0.167411303,0.010858563,0.065955818,0.025241241,0.031365722,0.20459346,0.110465235,0.09035249,0.130664581,0.159758527,0.043313737,0.117440256,0.121515034,0.006832144,0.0993547,0.096004322,0.179340889,0.037769396,0.111496877,0.059222127,0.040880612,0.010863384,0.045045928,0.110932829,0.144950879,0.004205866,0.081147753,0.03829006,0.166257771,0.021529455,0.006726214,0.207040022,0.151934169,0.025057607,0.126937906,0.324689337,0.030714996,0.292765648,0.029765738,0.038528986,0.113086556,0.061900003,0.069846467,0.132485922,0.029117412,0.07204948,0.092905704,0.053682953,0.032818088,0.129609514,0.059806312,0.504099667,0.013747724,0.107187464,0.115666953
0.117425468,0.303253474,0.069809702,0.275480144,0.026728092,0.175402508,1,0.290470908,0.253465932,0.213382126,0.014928096,0.124112412,0.068049719,0.109715996,0.296496905,0.097949542,0.38318244,0.051762604,0.105560006,0.127860446,0.04347432,0.068079321,0.179647635,0.372818828,0.172194589,0.100398969,0.343068843,0.410641155,0.185181134,0.144024826,0.057632689,0.309609609,0.153120454,0.074275241,0.116632201,0.262848762,0.931480221,0.188881659,0.066091062,0.006615686,0.297614235,0.124615526,0.19453361,0.08615626,0.313065901,0.206748842,0.008869339,0.060744713,0.058132064,0.123021058,0.125784948,0.225369317,0.117151357,0.086343083,0.120952737,0.048169319,0.117153886,0.105421678,0.030140187,0.046048184,0.12649992,0.022637209,0.187322538,0.022894199,0.171024562,0.1205632,0.328815439,0.002373953,0.094657317,0.17160303,0.05570106,0.27053214,0.216499979,0.012853662,0.282975531,0.106582441,0.736543843,0.064888844,0.037465486,0.033709889,0.086304727,0.01674319,0.255760326,0.052399903,0.171906717,0.329106143,0.088033837,0.012782197,0.292153702,0.27037167,0.173358509,0.168194906,0.533742506,0.10349656,0.283950292,0.19043838,0.082745827,0.198567008,0.173382301,0.014332811,0.207821247,0.018166412,0.002052546,0.161952067,0.128171472,0.061777607,0.05457429,0.165622552,0.673496748,0.149581068,0.322029489,0.165910295,0.074502196,0.122071688,0.262992768,0.022889535,0.346374697,0.26831256,0.113739547,0.133345982,0.251202378,0.110960523,0.063625814,0.356672252,0.301444325,0.284365102,0.193870254,0.123720529,0.20968907,0.285373125,0.349468185,0.23783649,0.247361283,0.312254615,0.14728062,0.309963885,0.032993492,0.197962867,0.048529955,0.172061955,0.239364825,0.004821634,0.064994887,0.28530003,0.173047699,0.09131627,0.085490966,0.192520916,0.11673111,0.279753917,0.081778593,0.194863759,0.102916119,0.168643583,0.144889264,0.093104856,0.021712319,0.176923654,0.052060773,0.114927442,0.241119892,0.043505764,0.054180566,0.252331112,0.100400938,0.022126914,0.0716731,0.085505253,0.185608094,0.236314241,0.105506968,0.35254295,0.038862006,0.038458468,0.107546486,0.331748543,0.05950436,0.157163008,0.137039146,0.252345478,0.328190467,0.446381076,0.002252085,0.712546188,0.047790485,0.02955979,0.049567222,0.43596682
0.062015399,0.436988485,0.168280929,0.046093918,0.108838748,0.187943359,0.290470908,1,0.024718755,0.083476864,0.130469877,0.398255725,0.041721343,0.217167508,0.328148493,0.055247523,0.295824717,0.271847535,0.044831519,0.033897289,0.05804338,0.162385404,0.462700574,0.341079054,0.187548633,0.211566362,0.487925624,0.44064121,0.381925471,0.240091202,0.03493632,0.361277211,0.008117894,0.040068507,0.171805074,0.238275762,0.290873114,0.090875126,0.128770209,0.040993338,0.243401758,0.094262636,0.612363071,0.105043951,0.238677244,0.300262224,0.006291968,0.342321874,0.018742184,0.603122031,0.163328029,0.239236979,0.043885449,0.408121152,0.051536111,0.231342174,0.257294768,0.282180416,0.206508856,0.083650159,0.350086854,0.13266987,0.245233109,0.041728307,0.325485036,0.079915601,0.074427765,0.016550295,0.174394161,0.500085694,0.023598096,0.269800985,0.149936371,0.046445064,0.524137462,0.020251104,0.37648419,0.033323338,0.025747288,0.140173765,0.174611684,0.074568155,0.314009077,0.109159222,0.053219239,0.009041706,0.166080731,0.042321446,0.376657771,0.236400502,0.322840268,0.104172331,0.050613707,0.193794921,0.064089067,0.113933158,0.12175797,0.645453263,0.136506306,0.022029921,0.144729043,0.119078666,0.002881378,0.394224791,0.390811705,0.191958997,0.043996685,0.211757185,0.143156064,0.397958243,0.333300551,0.244821067,0.118678092,0.030111904,0.237260843,0.02458287,0.018519919,0.773190555,0.092603242,0.16786853,0.157495157,0.0493047,0.157376877,0.186975473,0.172597519,0.039441133,0.208133981,0.003760908,0.272301984,0.594512352,0.363804164,0.273502862,0.118391993,0.523376765,0.511267705,0.335287346,0.135077376,0.012062953,0.027641333,0.118268395,0.543664533,0.023575229,0.221459462,0.132517757,0.019773959,0.04456709,0.081775592,0.023898121,0.111856795,0.393230778,0.125497,0.33443269,0.076085859,0.28079279,0.395128965,0.009461549,0.013191096,0.108975891,0.122934288,0.38803921,0.389461481,0.047893274,0.050588317,0.242310631,0.137286601,0.168676531,0.024753506,0.043283509,0.448743819,0.090322828,0.027272888,0.075702295,0.154908999,0.081828136,0.335748151,0.071561649,0.225241947,0.381353769,0.332950351,0.509506671,0.250917035,0.20590478,0.016363832,0.318847968,0.066131065,0.048275877,0.085607364,0.194476513
0.072890726,0.263436526,0.215868424,0.240899721,0.012523884,0.271683174,0.253465932,0.024718755,1,0.339623955,0.128404831,0.051915887,0.042926069,0.024040525,0.128401135,0.081961112,0.270411796,0.150405748,0.059815486,0.115406223,0.327440471,0.230212251,0.119924706,0.142251371,0.287464049,0.285891275,0.316356762,0.344395848,0.014919667,0.194508391,0.22465201,0.105973964,0.020384056,0.071367453,0.214810147,0.301234088,0.148068547,0.209816829,0.13237361,0.007998502,0.12764421,0.429461814,0.062539913,0.152431468,0.45478975,0.050503127,0.179505704,0.499598859,0.044565781,0.038043106,0.255340089,0.141103331,0.066538896,0.008097665,0.104022827,0.036537767,0.283585445,0.007936072,0.025835978,0.1431225,0.030490041,0.054497792,0.315411922,0.238339247,0.021408322,0.127267623,0.101173539,0.256258349,0.089920834,0.07286628,0.011185149,0.164340062,0.391973225,0.112605872,0.251433672,0.028246823,0.327499697,0.002934413,0.171033026,0.050338735,0.309028849,0.077599579,0.186220742,0.031922324,0.121008439,0.528768127,0.084061662,0.064978266,0.155735808,0.364283745,0.301362334,0.02958481,0.243059556,0.254879133,0.024007793,0.083668793,0.10889524,0.096387291,0.543140394,0.19888678,0.312632758,0.131087336,0.111691029,0.143514891,0.004619679,0.034150759,0.01580003,0.189322012,0.361911144,0.094217503,0.351004908,0.196417204,0.066975855,0.087901717,0.014847778,0.292945585,0.258005114,0.238798604,0.138683004,0.000957236,0.031673853,0.131638866,0.368966524,0.317535383,0.216078748,0.502561041,0.089937561,0.304516896,0.313747159,0.24066206,0.218041534,0.106070919,0.117802672,0.081968312,0.105634905,0.354339851,0.298507902,0.11830064,0.126291726,0.013859562,0.061140769,0.195896773,0.228561324,0.331119626,0.144055968,0.092836795,0.043828289,0.012745503,0.121749279,0.49747355,0.1583088,0.162202721,0.114180754,0.113762895,0.132600991,0.343285609,0.071026273,0.159986286,0.129965174,0.044065584,0.101767344,0.085070443,0.097225828,0.368362685,0.305169832,0.098158038,0.017511524,0.117744829,0.040846349,0.094299592,0.139035594,0.120180505,0.039057348,0.20495994,0.002786749,0.193918378,0.00815031,0.049576976,0.051722683,0.175486272,0.195146864,0.082192605,0.071660853,0.022634036,0.103450997,0.04165083,0.116719349,0.102457845
0.078923267,0.070842173,0.407918493,0.011922227,0.034043165,0.218965954,0.213382126,0.083476864,0.339623955,1,0.107427436,0.133342091,0.004101078,0.004265076,0.164296153,0.187510908,0.38037796,0.220371913,0.087696213,0.039941361,0.266120544,0.184577641,0.006427518,0.034405613,0.205420356,0.073991527,0.297003435,0.266262258,0.067719465,0.034005927,0.749327415,0.156474746,0.054802082,0.002715549,0.178589002,0.47173569,0.120716697,0.542645593,0.478929779,0.033228778,0.481398977,0.22447819,0.09736475,0.066158812,0.253484913,0.061154479,0.233824884,0.062315066,0.06510707,0.00702345,0.142913668,0.243760131,0.0171211,0.045736527,0.13873355,0.092624484,0.453632954,0.218934282,0.21428096,0.181604411,0.110545075,0.450072943,0.334076566,0.293726756,0.163813123,0.151218386,0.153367801,0.362958059,0.118394825,0.049625823,0.081627519,0.354715757,0.414407155,0.058086709,0.109144262,0.072304293,0.437113239,0.168820472,0.221781158,0.185876725,0.398753964,0.0498056,0.252604856,0.330879133,0.127687329,0.415112636,0.290021301,0.106530943,0.069485543,0.275936863,0.213595909,0.007996424,0.006464601,0.271073077,0.171640972,0.615696285,0.242774311,0.02070346,0.358637178,0.32072606,0.337632437,0.046290048,0.124229308,0.050543349,0.013024054,0.193807536,0.082936301,0.195525894,0.124359456,0.003865015,0.133230362,0.233751216,0.24192425,0.16411187,0.088890177,0.057065583,0.276007147,0.25686356,0.137941796,0.006561656,0.226241084,0.02225075,0.153115254,0.244537259,0.148341989,0.16729818,0.058882396,0.760932117,0.279572044,0.259542227,0.221069363,0.239966642,0.247684406,0.010445294,0.027417156,0.26125358,0.323885184,0.167617454,0.065945104,0.098358536,0.076351467,0.176180317,0.397564804,0.08946828,0.092419651,0.038644435,0.199305535,0.210852611,0.02977782,0.273706084,0.03834504,0.228163972,0.100720694,0.100889931,0.0767826,0.126660163,0.122249269,0.103057312,0.358581303,0.091219821,0.287726507,0.12407046,0.071463642,0.314924752,0.380220149,0.329768764,0.237315875,0.003215378,0.040721183,0.24664911,0.055384952,0.13562014,0.165956625,0.277397302,0.104022535,0.307102892,0.110379806,0.25762136,0.151399902,0.244628827,0.113732099,0.130722661,0.0359332,0.127821996,0.017337743,0.097169207,0.260968086,0.254750455
